vocab,syn,morphs
비료,거름,비료
비리,부조리; 비릿하다,비리
비법,비방; 요령,비법
비비다,문지르다; 버무리다,비비
비상,"비행, 날아오르다; 긴급; 비범하다",비상
비상금,상비금,비상금
비속어,속어,비속어
비용,"경비, 자금",비용
비웃다,웃다,비웃
비웃음,조소,비웃음
비위,넉살,비위
비유,풍자; 비교하다,비유
비율,비; 보합,비율
비자,사증,비자
비전,"미래상, 전망",비전
비좁다,협소하다,비좁
비참하다,"참담하다, 참혹하다, 처참하다",비참
비치다,빛나다,비치
비키다,"물러나다, 물러서다",비키
비틀거리다,"비틀대다, 비틀비틀하다",비틀거리
비판,"비평, 평론; 비평적",비판
비평,"비판, 평론; 비판하다/비난하다/혹평하다",비평
비하,"업신여기다; 견주다, 비교하다",비하
빈곤,"곤궁, 빈궁",빈곤
빈도,빈도수; 빈삭,빈도
빈둥거리다,"빈둥빈둥하다, 빈둥대다",빈둥거리
빈민,영세민,빈민
빈번하다,잦다; 잦다/빈발하다,빈번
빈약,부족; 형태/내용) (박약하다/부족하다,빈약
빈자리,공석,빈자리
빈칸,공란,빈
빈털터리,"가난뱅이, 무일푼",빈털터리
빈틈,틈; 허점,빈틈
빈틈없다,"빠듯하다; 면밀하다, 주도면밀하다; 철두철미하다/면밀하다",빈틈없
빈틈없이,샅샅이,빈틈없이
빈혈,빈혈증,빈혈
빌다,기원하다; 사죄하다; 구걸하다,빌
빗,머리빗,빗
빗나가다,"어긋나다, 엇나가다",빗나가
빗줄기,빗발,빗줄기
빙하,만년설,빙하
빚,"부채, 사채, 채무; 만들다",빚
빛,"광; 광, 색깔; 안색",빛
빛깔,"색깔, 색채; 색깔",빛깔
빛나다,"눈부시다, 반짝이다, 비치다",빛나
빠듯하다,"빡빡하다, 뻑뻑하다, 빈틈없다",빠듯
빠뜨리다,빠트리다; 빠트리다; 빠트리다,빠뜨리
빠져나오다,벗어나다,빠져
빠지다,"결석하다, 불참하다",빠지
빠짐없이,"골고루, 낱낱이, 모두, 전부, 죄다; 골고루/낱낱이",빠짐없이
빨강,다홍,빨강
빨개지다,붉어지다,빨개지
빨다,흡입하다,빨
빼내다,빼다; 빼다; 가시/총알/연기 등을...교도소에서.....정보 등을,빼내
빼돌리다,"빼내다, 빼먹다, 횡령하다; 횡령하다/빼먹다",빼돌리
빼앗기다,잃다,빼앗기
빼앗다,수탈하다,빼앗
뺏다,수탈하다,뺏
뺨,볼,뺨
뻔하다,"빤하다, 분명하다, 훤하다",뻔하
뻔히,"명백히, 분명히",뻔히
뻗다,"미치다, 자라다; 펴다; 다리/팔/손 등을",뻗
뻗치다,내뻗다,뻗치
뼈,골,뼈
뽀뽀,입맞춤,뽀뽀
뽐내다,"뻐기다, 으스대다, 자랑하다; 자랑하다",뽐내
뽑히다,"빠지다; 당선되다, 선발되다, 발탁되다",뽑히
뾰족하다,"날카롭다, 뾰쪽하다, 예리하다",뾰족
뿌리다,"끼얹다, 붓다, 살포하다",뿌리
뿌리치다,"내치다, 물리치다; 거절하다, 내치다, 물리치다",뿌리치
뿜다,"방출하다, 분출하다",뿜다
뿜어내다,"분출하다, 뿜다",뿜어내
삐다,접질리다,삐
사각형,"네모, 사각",사각형
사건,"사고, 사태, 일",사건
사격,총격,사격
사고,"사유, 생각; 생각",사고
사고력,"두뇌, 머리",사고력
사공,뱃사공,사공
사과,사죄,사과
사교,교제,사교
사극,역사극,사극
사기,기; 야바위/협잡/기망,사기
사나이,"남, 남아, 남자, 남성, 대장부, 장정",사나이
사납다,"거칠다, 포악하다",사납
사내,"남, 남아, 남성, 남자, 대장부, 장정",사내
사냥,수렵,사냥
사들이다,"구매하다, 구입하다, 매입하다, 장만하다; 넷; 마흔∙마흔; 회사",사
사라지다,없어지다,사라지
사례,"보기, 예, 전례; 예/보기/본보기",사례
사로잡다,"생포하다, 잡다; 매료하다, 매혹하다, 빼앗다",사로잡
사로잡히다,매료되다; 매료되다,사로잡히
사리,"도리, 이치",사리
사립,민립,사립
사망,"별세, 운명, 죽음",사망
사무,"업무, 일, 임무, 직무",사무
사무소,사무실; 사무실,사무소
사뭇,매우; 내내/꽤,사뭇
사방,"도처, 동서남북, 사방팔방, 여기저기, 주변, 주위",사방
사복,평복,사복
"사사건건, 사사건건",사사건건이,사사건건
사상,"역사상; 견해, 생각, 이데올로기",사상
사상가,철학가,사상가
사색,"사유, 생각, 명상",사색
사설,논설,사설
사소하다,"미미하다, 시시하다, 하찮다; 하찮다",사소
사슬,쇠사슬,사슬
사시사철,사철,사시사철
"사실상, 사실상",사실,사실상
"사실적∙, 사실적","노골적, 노골적",사실
사양,거절,사양
사업가,사업자,사업가
사업자,사업가,사업자
사업주,"사장, 업주; 사장",사업주
사업체,"기업체, 회사",사업체
사연,"내용, 얘깃거리, 이야기",사연
사용법,용법,사용법
사용자,사용인,사용자
사원,회사원; 회사원,사원
사유,"까닭, 이유",사유
사이좋다,"다정하다, 정답다, 친하다",사이
사인,서명; 신호,사인
사정,"상태, 처지, 형편; 애걸복걸, 탄원",사정
사지,팔다리,사지
사진첩,앨범; 앨범,사진첩
사치,낭비; 호사스럽다/고습스럽다,사치
사퇴,"사임, 사직",사퇴
사투리,"방언, 시골말",사투리
사표,사직서,사표
사항,"조항, 항목",사항
사형,극형,사형
사회,진행; 조직; 사회,사회
삭막하다,쓸쓸하다; 황량하다/적막하다,삭막
삭제,"제거, 없애다, 지우다",삭제
산간,산골,산간
산골,산간,산골
산꼭대기,정상,산꼭대기
산더미,"다량, 무더기",산더미
산뜻하다,상쾌하다,산뜻
산림,"삼림, 숲",산림
산만하다,어수선하다; 산란하다,산만
산맥,산줄기,산맥
산물,소산,산물
산소,"묘, 묘소, 무덤",산소
산속,산중,산속
살균,멸균,살균
살금살금,"살그머니, 살며시, 살살",살금살금
살리다,"구조하다, 구하다",살리
살림,살림살이; 살림살이; 잡안일,살림
살며시,"살짝, 슬며시, 슬쩍",살며시
살아나다,"소생하다, 회생하다",살아나
살아남다,생존하다,살아남
살인,살해,살인
살짝,"살며시, 살그머니",살짝
살펴보다,"관찰하다, 둘러보다; 찾아보다",살펴보
살피다,"관찰하다, 둘러보다; 검사하다/둘러보다/돌아보다",살피
살해,살인; 세,살
삶,생; 생활,삶
삼가다,"멀리하다, 억제하다, 절제하다",삼가
삼각형,세모꼴,삼각형
삼다,"만들다, 정하다; 여기다",삼다
삼림욕,산림욕,삼림욕
삼복더위,복더위,삼복더위
삼키다,"넘기다, 먹다",삼키
상,초상,상
상갓집,초상집,상갓집
상관,"관계, 관련, 연관; 간섭, 참견",상관
상관없다,관계없다,상관없
상관없이,관계없이,상관없이
상냥하다,친절하다; 친절,상냥
상담,"면담, 상의",상담
상담원,카운슬러,상담원
상당수,"다수, 대다수",상당수
상당하다,"굉장하다, 대단하다, 어마어마하다; 적잖다",상당
상당히,"극히, 꽤, 대단히, 몹시, 매우, 참",상당히
상대,"상대방, 상대편",상대
상대방,상대편,상대방
상대편,"상대방, 상대자, 상대측",상대편
상반,반대,상반
상반신,"상체, 윗몸",상반신
상봉,만남,상봉
상부상조,협력,상부상조
상사,"상관, 윗사람",상사
상상,공상,상상
상세하다,"세세하다, 자세하다",상세
상속,"계승, 세습, 물려주다",상속
상승,오르다; 인상하다/솟다/오르다/올라가다/증가하다,상승
상승세,오름세,상승세
상식,교양; 보통지식,상식
상실,잃어버리다,상실
상심,"낙심, 실망",상심
상업,장사,상업
상영관,영화관,상영관
상용,통용,상용
상응,대응; 일치하다/호응하다/해당하다/부합하다,상응
상의,"논의, 상담, 의논",상의
상이하다,"다르다, 판이하다",상이
상인,장수,상인
상장,상,상장
상점,"가게, 점포; 가게",상점
상징,"표상, 심벌",상징
상체,"상반신, 윗몸",상체
상쾌하다,산뜻하다,상쾌
상태,상황,상태
상표,브랜드,상표
상하,위아래,상하
상향,상승,상향
"상호, 상호","서로, 서로; 서로",상호
상황,정세; 상태/사태/입장/처지,상황
샅샅이,"낱낱이, 모조리, 속속들이; 모조리/구석구석/자세히/깡그리",샅샅이
새기다,"각인하다, 파다; 조각하다/깍아서 만들다",새기
새끼,어린것,새끼
새다,"누설되다, 빠져나오다, 흘러나오다; 밝다; 밝히다",새
새댁,"새색시, 신부",새댁
새로이,새로; 새로,새로이
새삼,새삼스레; 새삼스레:1. 이전의 느낌이나 감정이 다시금 새롭게 2.하지 않던 일을 새로 하여 갑작스러운 느낌이 들게.,새삼
새싹,움; 새순,새싹
새옹지마,전화위복,새옹지마
색다르다,"별나다, 특이하다",색다르
색상,"색, 색깔",색상
색채,"빛깔, 색깔",색채
샘,"샘터, 우물",샘
샘물,생수,샘물
생,삶; 생방,생
생계,"살림, 생활; 생활",생계
생기,"활기, 활력; 나다",생기
생김새,"모양, 형태",생김새
생동감,약동감,생동감
생명,"목숨, 삶",생명
생명체,생물,생명체
생물,생물체,생물
생산,"제조; 건설적, 건설적, 창조적, 생산적; 만들다",생산
생산지,산지,생산지
생생하다,선명하다; 싱싱하다; 팔팔하다,생생
생성,발생; 발생/창조,생성
생소하다,"낯설다, 생경하다; 낯선/익숙하지 않은)",생소
생수,약수,생수
생애,"일생, 평생",생애
"생전, 생전",생애,생전
생존,살아남다; 존재,생존
생필품,생활필수품,생필품
생활고,생활난,생활고
생활비,생계비,생활비
생활용품,생필품,생활
서,서쪽,서
서구,서양,서구
서글프다,"눈물겹다, 슬프다",서글프
서늘하다,"선선하다, 시원하다, 싸늘하다, 쌀쌀하다; 선선하다",서늘
서두,"말머리, 머리말, 서론, 서문",서두
서럽다,섧다; 원통하다/서글프다/슬프다,서럽
서론,"머리말, 서두, 서문",서론
서리다,맺히다,서리
서먹하다,"겸연쩍다, 머쓱하다, 어색하다; 어색하다",서먹
서면,"문서, 서류",서면
서명,사인,서명
서민,평민; 평민적,서민
서부,서쪽,서부
서서히,천천히; 천천히,서서히
서성거리다,"서성대다, 서성서성하다",서성거리
서술,"기술, 묘사",서술
서술어,술어,서술어
서신,편지; 편지,서신
서양식,양식,서양식
서양인,"서구인, 양인",서양인
서열,"등급, 순서, 차례",서열
서예,붓글씨,서예
서운하다,"섭섭하다, 아쉽다, 안타깝다; 섭섭하다",서운
서재,서실,서재
서적,책; 책,서적
서투르다,미숙하다,서투르
서툴다,미숙하다,서툴
서향,서쪽,서향
석,세,석
석유,기름; 기름,석유
섞이다,혼합되다,섞이
선,"맞선, 소개팅; 라인; 생생하다; 선량하다, 어질다, 착하다; 줄",선
선고,언도,선고
선교,"전도, 포교",선교
선두,앞장,선두
선뜻,선뜻이; 선선히/선뜻이/얼른:동작이 빠르고 시원스러운 모양,선뜻
선명하다,"분명하다, 확실하다",선명
선박,배; 배,선박
선발,"선정, 선출",선발
선불,선금,선불
선약,약속,선약
선언,"공표, 선포, 포고",선언
선의,"선심, 호의; 호의/호감",선의
선입견,선입관,선입견
선전,광고; 광고,선전
선정,"선발, 선택, 뽑다; 뽑다; 선택; 지명되다/내세우다/지목되다",선정
선조,조상,선조
선착순,도착순,선착순
"선천적∙, 선천적","생득적, 생득적, 천부적, 천부적",선천적
선출,"등용, 선발, 뽑다; 뽑다; 선임하다/선거하다",선출
선행,덕행,선행
선호,좋아하다,선호
선호도,인기,선호도
설,"설날; 학설; 소문, 이야기, 풍문; 설날",설
설계,"구상, 디자인, 계획; 디자인하다/도안하다",설계
설교,교훈,설교
설득,설복,설득
설레다,"두근거리다, 두근대다, 두근두근하다",설레
설령,"설혹, 설사; 설사",설령
설립,"개설, 신설, 창립, 창설; 설정하다/확립하다/세우다/정립하다",설립
설마,혹시; 그럴 리는 없겠지만,설마
설명서,매뉴얼,설명서
설문,앙케트,설문
설문지,질문지,설문지
설비,"시설, 장치",설비
설사,설령,설사
설움,서러움,설움
설정,"수립, 정립",설정
설치,설비,설치
섬기다,"공경하다, 모시다, 받들다, 봉양하다; 신이나 윗사람을 잘 모시어 받들다",섬기
섬세하다,치밀하다; 미묘하다/세밀하다/세심하다,섬세
섭리,"법칙, 이치",섭리
섭취,"흡수, 먹다; 먹다; 먹다/흡수하다",섭취
성경,성서,성경
성과,"공적, 소산, 실적; 결과/성적",성과
성금,헌금,성금
성급하다,조급하다,성급
성년,"성인, 어른",성년
성능,기능; 기능,성능
성대,"목청; 장대하다, 크다; 웅대하다/웅장하다/장려하다",성대
성립,조직; 실시되다/시행되다,성립
성명,이름; 이름,성명
성분,요소; 요소/재료,성분
성실,부지런하다,성실
성실히,부지런히,성실히
성의,성심,성의
성인,"어른, 대인; 성자; 어른",성인
성장,"발달, 발육, 발전, 생장, 자라다; 자라다; 자라다",성장
성장기,발육기,성장기
성직자,목자,성직자
성질,"성격, 성미, 성품; 성분; 성격",성질
성취,"달성, 성공, 완수",성취
성품,"됨됨이, 마음씨; 성격/인격/개성/인성",성품
성하다,"멀쩡하다, 온전하다; 화; 온전하다",성
성향,"경향, 기질, 성질; 기질/경향",성향
성형,고치다,성형
성화,등쌀,성화
세,"세력; 기운, 힘; 살; 삼삼; 세수",세
세계화,국제화; 세상,세계
세균,"균, 박테리아; 균",세균
세금,조세,세금
세다,"계산하다, 헤아리다; 강하다; 강하다",세다
세대,대; 가구; 가구,세대
세력,세,세력
세로세로,종,세로
세모,삼각형,세모
세밀하다,"상세하다, 세세하다, 자세하다; 상세하다/꼼꼼하다/자세하다/미세하다",세밀
세심하다,"꼼꼼하다, 빈틈없다; 꼼꼼하다/깐깐하다",세심
세일,할인; 할인,세일
세제,"세척제, 세정제",세제
세차다,"강하다, 거세다",세차
세탁물,빨랫감; 빨래,세탁물
센서,감지기,센서
센티,센티미터; 센티미터,센티
소개서,소개장,소개서
소금물,"식염수, 염수",소금물
소나기,소낙비,소나기
소나무,솔,소나무
소득,"수익, 수입",소득
소란,야단; 시끄럽다; 방해,소란
소매,"옷소매, 팔소매",소매
소멸,사라지다; 사라지다/멸하다:사라져 없어지다,소멸
소모,소비; 바닥나다/소비되다,소모
소문,루머,소문
소문나다,유명하다,소문나
소박하다,검소하다; 무구하다/순박하다/수수하다,소박
소방차,불자동차,소방차
소변,오줌,소변
소비량,소비액,소비량
소설책,소설; 소설,소설책
소송,송사,소송
소심하다,"세심하다, 조심스럽다",소심
소아,어린아이; 어린아이,소아
소양,교양,소양
소요,필요; 소미되다/소비되다,소요
소용,쓸모,소용
소용없다,쓸데없다,소용없
소원,"희망, 원; 원하다; 희망",소원
소위,이른바,소위
소유,가지다; 가지다; 갖다; 보유하다/소지하,소유
소유자,"소유주, 소유인",소유자
소장,간직하다,소장
소재,"소재지; 글감, 글거리; 주제",소재
소중히,귀중히,소중히
소지,"보유, 지니다; 들다/지니다/나르다/가지다/휴대하다/보유하다",소지
소질,재능,소질
소홀하다,등한시하다; 무시하다/등한하다,소홀
속다,"넘어가다, 홀리다; 거짓말하다, 기만하다; 안",속
속력,스피드,속력
속마음,"속뜻, 저의",속마음
속설,통설,속설
속성,특성; 특성/특질,속성
속셈,심산,속셈
속속,계속; 계속,속속
속속들이,샅샅이,속속들이
속어,비속어,속어
속임수,사기,속임수
손가방,핸드백,손가방
손대다,"건드리다, 만지다",손대
손등,손잔등,손등
손목,팔목,손목
손발,수족; 수족,손발
손뼉,박수,손뼉
손수,"몸소, 직접, 친히; 몸소/스스로/친히: 남의 힘을 빌리지 아니하고 제 손으로 직접",손수
손실,손해; 분실/상실,손실
손아귀,손안,손아귀
손짓,제스처,손짓
솔,브러시,솔
솔로,"독주, 독창",솔로
솟구치다,치솟다; 치솟다,솟구치
솟다,일다; 연기와 같은 물질이나 비행기와 같은 물체가 아래에서 위,솟
솥,솥단지,솥
쇠고기,소고기; 소고기,쇠고기
쇠퇴,쇠락; 감퇴하다/쇠하다/조락하다/퇴조하다/저락하다,쇠퇴
쇼핑몰,쇼핑센터,쇼핑몰
쇼핑센터,쇼핑몰,쇼핑
수,수요일; 수요일; 숫자,수
수긍,납득; 동의하다/수용하다/동감하다,수긍
수단,"방법; 솜씨, 수법, 수완, 요령",수단
수도,상수도; 수행,수도
수도꼭지,수도,수도꼭지
수동적∙수동적,"소극적, 소극적",수동
수두룩하다,"많다, 파다하다, 허다하다; 많다/흔하다",수두룩
수려하다,"빼어나다, 아름답다, 준수하다",수려
수록,"게재, 담다, 싣다",수록
수리,수선; 고치다,수리
수리비,수선비,수리비
수립,세우다; 세우다; 설립/신설; 설립하다/정립하다/설렁하다/제정하다/세우다,수립
수면,잠; 잠,수면
수발,시중; 보살피다/돌보다/시중하다/건사하다/양육하다,수발
수법,방법; 방법/방식/수단,수법
수분,물기,수분
수비,방어,수비
수사,조사,수사
수산업,어업,수산업
수상하다,"의심스럽다, 의심쩍다",수상
수색,"탐색, 찾다; 검색",수색
수석,수위,수석
수선,수리,수선
수소문,찾아다니다; 이리저리 알아보다,수소문
수송,운송,수송
수시로,자주; 때때로/무시로/그때그때: 아무 때나 늘,수시로
수신자,수신인,수신자
수없이,무수히,수없이
수용,받아들이다; 받아들이다/응하다,수용
수월하다,손쉽다; 용이하다/손쉽다/쉽다/무난하다,수월
수입,소득,수입
수정,고치다,수정
수줍다,부끄럽다; 부끄럽다/쑥스럽다,수줍
수줍음,부끄러움,수줍음
수중,물속,수중
수집,"모으다; 모으다, 채집하다; 모으다",수집
수치,부끄러움,수치
수칙,규칙; 규정/규칙/규율,수칙
수평,형평,수평
수필,에세이,수필
수학,배우다,수학
수해,수재,수해
수행,해내다; 다하다/이행하다/이루다,수행
숙면,단잠; 단잠/귀잠,숙
숙박비,숙박료,숙박비
순간,"삽시간, 순식간, 일순간, 찰나; 찰나/일순/촌각",순간
순수,"순진; 순진하다, 천진난만하다",순수
순식간,"삽시간, 순간, 일순간",순식간
순응,따르다; 적응하다,순응
순조롭다,순탄하다; 순탄하다/무사하다,순조
순진,"순수, 순박하다",순진
순하다,수더분하다,순하
순환,돌다,순환
술자리,술좌석,술자리
술잔,잔,술잔
숨,호흡,숨
숨기다,감추다,숨기
숨지다,죽다,숨지
숭고하다,고귀하다,숭고
쉬다,갈리다,쉬
쉽사리,쉬; 아주 쉽게,쉽사리
슈퍼,슈퍼마켓; 슈퍼마켓,슈퍼
스며들다,배다,스며들
스승,"선생님, 은사",스승
스커트,치마; 치마,스커트
스케줄,일정,스케줄
스토리,이야기; 이야기,스토리
슬그머니,슬며시; 살며시/조금씩:남이 알아차리지 못하게 슬며시,슬그머니
슬기롭다,지혜롭다,슬기
슬며시,슬그머니,슬며시
슬슬,슬금슬금,슬슬
습성,습관,습성
승승,승리,승승
승강기,엘리베이터; 엘리베이터,승강기
승강장,플랫폼,승강장
승낙,"허가, 허락",승낙
승마,기마,승마
승무원,스튜어디스,승무원
승부,승패; 승패/자웅/판가름,승부
승용차,자동차,승용차
승인,허가,승인
승자,승리자,승자
승차권,차표; 기차표,승차권
승패,승부,승패
승합차,승합자동차,승합차
시각,시간; 관점; 시간시간; 관점,시각
시급하다,급하다,시급
시기,타이밍,시기
시나리오,각본,시나리오
시냇물,냇물,시냇물
시늉,"척, 체, 흉내",시늉
시도,꾀하다,시도
시들다,없어지다,시들
시력,눈; 눈,시력
시련,"곤경, 곤란; 수난/환난/고난",시련
시름,"걱정, 근심; 불안/걱정/조바심",시름
시리즈,연속,시리즈
시무룩하다,"불만스럽다, 뽀로통하다",시무룩
시비,"잘잘못, 흑백",시비
시사하다,암시하다,시사
시선,눈길; 눈길,시선
시스템,"체계, 체제",시스템
시시하다,"재미없다, 하찮다",시시
시신,"사체, 시체",시신
시위,데모,시위
시인,"수긍, 인정",시인
시중,수발,시중
시즌,철,시즌
시집,시가; 출가하다,시집
시청,보다,시청
시체,송장,시체
시커멓다,"새카맣다, 새까맣다",시커멓
시합,경기; 경기,시합
시행,실시; 집행하다/실시하다,시행
식식,의식,식식
식단,식단표,식단
식량,양식,식량
식료품,식용품; 식품,식료품
식성,먹성,식성
식욕,"밥맛, 입맛",식욕
식용유,기름,식용유
신,신발; 신발,신
신경질,"노이로제, 성질; 성질",신경질
신명,신; 신/흥/감흥,신명
신바람,신,신바람
신비롭다,신비하다; 오묘/미스터리,신비
신상,신변,신상
신세,"누, 폐",신세
신속,빠르다,신속
신속히,"빨리, 얼른",신속히
신앙,종교; 신심/믿음,신앙
신용,"믿음, 신뢰",신용
신인,신진,신인
신임,"신뢰, 신망",신임
신자,"신도, 교도",신자
신장,발전; 콩팥; 키; 뿍돋우다/제고하다/진작시키다,신장
신체,"육체; 육체적, 육체적; 몸",신체
신축성,융통성,신축성
신하,가신,신하
실례,사례; 실수,실례
실리다,"기재되다, 게재되다; 반간하다/출판하다/출간하다",실리
실마리,"단서, 단초; 단서",실마리
실망,실의,실망
실명,본명,실명
실상실상,"실제로; 내막, 속내, 속사정",실상
실속,내실,실속
실시,실행,실시
실업,실직,실업
실업자,실직자,실업자
실외,"바깥, 옥외",실외
실은,"사실, 실제로",실은
실재,현존,실재
실적,"공적, 성과, 업적",실적
실정,속사정,실정
실제실제,실제로,실제
실제로,"실지로, 실상, 실제, 실지",실제로
실직,실업,실직
실천,행하다; 행동적; 실행/연습/단행,실천
실컷,마음껏; 마음대로/마냥/마음껏,실컷
실크,비단,실크
실태,"실상, 실황; 사실/실황/실정",실태
실행,실시,실행
실현,이루다,실현
싫증,염증,싫증
심경,"속마음, 심정",심경
심사,평가,심사
심성,마음,심성
심야,한밤중,심야
심의,심사; 심사,심의
심정,"마음, 심경; 마음씨/간장",심정
심화,"심각화, 더하다; 강화되다",심화
심히,"극히, 꽤, 몹시",심히
십자가,십자,십자가
싱싱하다,신선하다; 신선하다,싱싱
싸다,가볍다; 포장,싸
싸움,다툼,싸움
싹,새순,싹
싼값,저가,싼
쌍꺼풀,쌍까풀,쌍꺼풀
쌍둥이,쌍생아,쌍둥이
쌍방,양방,쌍방
쌓이다,축적되다,쌓이
썩다,부패하다,썩
쏘다,사격하다,쏘다
쏘아보다,노려보다,쏘아보
쏜살같이,빨리; 맹령하게/황급히,쏜살
쏟다,붓다,쏟
쏠리다,기울어지다,쏠리
쐬다,쏘이다,쐬
쓰러뜨리다,쓰러트리다,쓰러뜨리
쓰리다,쓰라리다,쓰리
쓰이다,적히다; 사용되다; 사용되다; 통용되다,쓰이
쓸데없다,소용없다; 불필요하다/필요없다,쓸데없
쓸데없이,소용없이,쓸데없이
쓸모,쓸데,쓸모
씨,씨앗,씨
씨앗,씨,씨앗
씩씩거리다,"씩씩대다, 씩씩하다",씩씩거리
씩씩하다,굳세다,씩
아가,아기,아가
아끼다,절약하다; 소중히 여기다,아끼
아동,아이,아동
아득하다,가마득하다,아득
아래층,"하층, 밑층",아래층
아랫사람,손아랫사람,아랫사람
아마도,아마; 아마,아마도
아무런,아무; 아무아무,아무런
아무쪼록,모쪼록; 부디/모쪼록,아무쪼록
아무튼,"여하튼, 하여튼, 어쨌든",아무튼
아부,아첨,아부
아비,아버지,아비
아쉽다,"서운하다, 섭섭하다, 안타깝다",아쉽
아우르다,포옹하다; 모으다,아우르
아침밥,"아침, 조반, 조식; 아침",아침밥
아침저녁,조석,아침
악몽,흉몽,악몽
악하다,못되다,악하
안,안건; 안심; 속; 중,안
안건,안,안건
안내판,"게시판, 알림판",안내판
안달,조바심,안달
안락,평안; 편하다/편안하다,안락
안목,눈; 분별력/주안점/안식,안목
안방,"큰방, 내실",안방
안색,얼굴빛,안색
안성맞춤,적합,안성맞춤
안심,안도,안심
안쓰럽다,"가련하다, 불쌍하다, 안타깝다; 딱하다/가엽다/마음이 아프다/ᄋᄊᄅᄃ",안쓰럽
안약,눈약,안약
안일,무사안일,안일
안전띠,안전벨트,안전띠
안전벨트,안전띠,안전벨트
안주,술안주,안주
안타깝다,"서운하다, 섭섭하다, 아쉽다",안타깝
안팎,내외,안팎
알려지다,밝혀지다,알려
알몸,"나체, 맨몸, 전라",알몸
알선,"소개, 주선, 중개",알선
알아듣다,납득하다,알아듣
알아주다,인정하다,알아주
알아차리다,"깨닫다, 알아채다",알아차리
알아채다,알아차리다,알아채
알차다,"실하다, 충실하다; 성과있다/의미있다/유익하다",알차
알칼리성,염기성,알칼리
암기,외우다; 외우다,암기
암컷,암놈,암컷
암흑기,암흑시대,암흑기
압도,제압; 능가/제압,압도
앞길,"미래, 앞날, 장래",앞길
앞날,"앞길, 전도; 미래",앞날
앞다투다,경쟁하다,앞
앞당기다,당기다,앞당기
앞뒤,전후,앞뒤
앞바다,근해,앞바다
앞서다,앞장서다,앞서
앞장,선두,앞장
애,애간장,애
애기,아기,애기
애매하다,모호하다,애매
애쓰다,"고생하다, 노력하다, 힘쓰다",애쓰
애정,사랑; 사랑,애정
애착,집착,애착
